,Player,height,weight,collage,born,birth_city,birth_state,G/season,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
42,Joe Dolhon,183,79,New York University,1927,,,38.5,#DIV/0!,#DIV/0!,#DIV/0!,0.3935,#DIV/0!,0.439,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.7,0.85,1.55,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,80,257,0.308,#DIV/0!,#DIV/0!,#DIV/0!,80,257,0.308,0.308,87,118.5,0.7365,#DIV/0!,#DIV/0!,18,87,#DIV/0!,#DIV/0!,#DIV/0!,112.5,247
43,Bob Doll,196,88,University of Colorado,1919,Steamboat Springs,Colorado,47,#DIV/0!,#DIV/0!,#DIV/0!,0.397,#DIV/0!,0.329,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.7,0.9,1.6,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,120,347,0.346,#DIV/0!,#DIV/0!,#DIV/0!,120,347,0.346,0.346,75,114,0.658,#DIV/0!,#DIV/0!,#DIV/0!,108,#DIV/0!,#DIV/0!,#DIV/0!,117,315
44,Harry Donovan,188,81,Muhlenberg College,1926,Union City,New Jersey,45,#DIV/0!,#DIV/0!,#DIV/0!,0.393,#DIV/0!,0.385,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.3,0.7,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90,275,0.327,#DIV/0!,#DIV/0!,#DIV/0!,90,275,0.327,0.327,73,106,0.689,#DIV/0!,#DIV/0!,#DIV/0!,38,#DIV/0!,#DIV/0!,#DIV/0!,107,253
45,Andy Duncan,198,88,College of William & Mary,1922,,,40.5,#DIV/0!,#DIV/0!,#DIV/0!,0.3765,#DIV/0!,0.462,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.8,0.75,1.55,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,66,164.5,0.304,#DIV/0!,#DIV/0!,#DIV/0!,66,164.5,0.304,0.304,37.5,65,0.619,#DIV/0!,#DIV/0!,30,25,#DIV/0!,#DIV/0!,#DIV/0!,96,169.5
46,Dike Eddleman,190,85,University of Illinois at Urbana-Champaign,1922,Centralia,Illinois,55.5,#DIV/0!,1344.75,10.55,0.395666667,#DIV/0!,0.352666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.35,1.55,1.2,0.0025,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,251.8333333,723.1666667,0.3515,#DIV/0!,#DIV/0!,#DIV/0!,251.8333333,723.1666667,0.3515,0.3515,157.5,251.6666667,0.597833333,#DIV/0!,#DIV/0!,236.8,114.3333333,#DIV/0!,#DIV/0!,#DIV/0!,201.5,661.1666667
47,Gene Englund,196,92,University of Wisconsin,1917,Kenosha,Wisconsin,30.66666667,#DIV/0!,#DIV/0!,#DIV/0!,0.501666667,#DIV/0!,0.7,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.166666667,0.633333333,2.8,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,69.33333333,182.6666667,0.380333333,#DIV/0!,#DIV/0!,#DIV/0!,69.33333333,182.6666667,0.380333333,0.380333333,101.3333333,128,0.79,#DIV/0!,#DIV/0!,#DIV/0!,27.33333333,#DIV/0!,#DIV/0!,#DIV/0!,111.3333333,240
48,Bob Evans,188,79,Butler University,1925,Indianapolis,Indiana,47,#DIV/0!,#DIV/0!,#DIV/0!,0.324,#DIV/0!,0.22,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.8,0.5,-0.3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,56,200,0.28,#DIV/0!,#DIV/0!,#DIV/0!,56,200,0.28,0.28,30,44,0.682,#DIV/0!,#DIV/0!,#DIV/0!,55,#DIV/0!,#DIV/0!,#DIV/0!,99,142
49,Johnny Ezersky,190,79,University of Rhode Island,1922,New York,New York,36,#DIV/0!,#DIV/0!,#DIV/0!,0.358666667,#DIV/0!,0.375666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.466666667,0.733333333,0.333333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,95.33333333,324.6666667,0.288,#DIV/0!,#DIV/0!,#DIV/0!,95.33333333,324.6666667,0.288,0.288,84.66666667,122,0.692333333,#DIV/0!,#DIV/0!,#DIV/0!,57.33333333,#DIV/0!,#DIV/0!,#DIV/0!,92.66666667,275.3333333
50,Bob Feerick,190,86,Santa Clara University,1920,San Francisco,California,60,#DIV/0!,#DIV/0!,#DIV/0!,0.419,#DIV/0!,0.348,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.1,1.6,3.6,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,172,500,0.344,#DIV/0!,#DIV/0!,#DIV/0!,172,500,0.344,0.344,139,174,0.799,#DIV/0!,#DIV/0!,#DIV/0!,127,#DIV/0!,#DIV/0!,#DIV/0!,140,483
51,George Feigenbaum,185,83,University of Kentucky,1929,,,8.5,#DIV/0!,79,2.2,0.2785,#DIV/0!,0.499,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.4,0.1,-0.3,-0.109,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,9,39.5,0.214,#DIV/0!,#DIV/0!,#DIV/0!,9,39.5,0.214,0.214,8,16.5,0.4885,#DIV/0!,#DIV/0!,7,9.5,#DIV/0!,#DIV/0!,#DIV/0!,14.5,26
52,Arnie Ferrin,188,81,University of Utah,1925,Salt Lake City,Utah,65.5,#DIV/0!,#DIV/0!,#DIV/0!,0.389,#DIV/0!,0.3575,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.2,2.25,2.5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,125.5,384.5,0.326,#DIV/0!,#DIV/0!,#DIV/0!,125.5,384.5,0.326,0.326,95,136.5,0.696,#DIV/0!,#DIV/0!,271,101,#DIV/0!,#DIV/0!,#DIV/0!,183.5,346
53,Jerry Fleishman,188,86,New York University,1922,Brooklyn,New York,49,#DIV/0!,882,13.7,0.38,#DIV/0!,0.445,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.25,1.35,1.1,0.031,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,101,328,0.3095,#DIV/0!,#DIV/0!,#DIV/0!,101,328,0.3095,0.3095,94.5,145.5,0.651,#DIV/0!,#DIV/0!,152,113,#DIV/0!,#DIV/0!,#DIV/0!,123.5,296.5
54,Joe Fulks*,196,86,Murray State University,1921,Birmingham,Kentucky,65.2,#DIV/0!,1496.666667,9.033333333,0.3632,#DIV/0!,0.2818,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-2.22,2.1,-0.14,-0.077,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,298.8,966.8,0.3036,#DIV/0!,#DIV/0!,#DIV/0!,298.8,966.8,0.3036,0.3036,223.4,289.2,0.7348,#DIV/0!,#DIV/0!,344.75,92.4,#DIV/0!,#DIV/0!,#DIV/0!,230.2,821
55,Bill Gabor,180,77,Syracuse University,1922,,,51.16666667,#DIV/0!,920,12.475,0.402166667,#DIV/0!,0.341166667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.533333333,1.35,1.866666667,0.0565,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,180,523.5,0.339833333,#DIV/0!,#DIV/0!,#DIV/0!,180,523.5,0.339833333,0.339833333,139.5,189.3333333,0.714166667,#DIV/0!,#DIV/0!,89.6,104.3333333,#DIV/0!,#DIV/0!,#DIV/0!,175,499.5
56,Elmer Gainer,198,88,DePaul University,1918,Chicago,Illinois,15,#DIV/0!,#DIV/0!,#DIV/0!,0.312,#DIV/0!,0.229,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.2,-0.1,-0.3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,9,35,0.257,#DIV/0!,#DIV/0!,#DIV/0!,9,35,0.257,0.257,6,8,0.75,#DIV/0!,#DIV/0!,#DIV/0!,7,#DIV/0!,#DIV/0!,#DIV/0!,28,24
57,Harry Gallatin*,198,95,Truman State University,1927,Roxana,Illinois,70,#DIV/0!,2259,21.44285714,0.506555556,#DIV/0!,0.615444444,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6.111111111,2.3,8.388888889,0.182857143,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,294.7777778,730.8888889,0.406333333,#DIV/0!,#DIV/0!,#DIV/0!,294.7777778,730.8888889,0.406333333,0.406333333,344.7777778,444.2222222,0.774111111,#DIV/0!,#DIV/0!,835.5,127.2222222,#DIV/0!,#DIV/0!,#DIV/0!,217.6666667,934.3333333
58,Vern Gardner,196,90,University of Utah,1925,Afton,Wyoming,50.33333333,#DIV/0!,507,11.1,0.393666667,#DIV/0!,0.231666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.533333333,1.9,2.466666667,-0.006,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,171.3333333,497.6666667,0.35,#DIV/0!,#DIV/0!,#DIV/0!,171.3333333,497.6666667,0.35,0.35,103.6666667,138.6666667,0.71,#DIV/0!,#DIV/0!,174.5,81.66666667,#DIV/0!,#DIV/0!,#DIV/0!,148.3333333,446.3333333
59,Frank Gates,183,72,Sam Houston State University,1920,,,64,#DIV/0!,#DIV/0!,#DIV/0!,0.322,#DIV/0!,0.244,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.7,3,1.3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,113,402,0.281,#DIV/0!,#DIV/0!,#DIV/0!,113,402,0.281,0.281,61,98,0.622,#DIV/0!,#DIV/0!,#DIV/0!,91,#DIV/0!,#DIV/0!,#DIV/0!,147,287
60,Dee Gibson,180,79,Western Kentucky University,1923,,,44,#DIV/0!,#DIV/0!,#DIV/0!,0.435,#DIV/0!,0.722,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.7,1,2.7,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,77,245,0.314,#DIV/0!,#DIV/0!,#DIV/0!,77,245,0.314,0.314,127,177,0.718,#DIV/0!,#DIV/0!,#DIV/0!,126,#DIV/0!,#DIV/0!,#DIV/0!,113,281
61,Hoot Gibson,196,89,Creighton University,1921,,,21.33333333,#DIV/0!,#DIV/0!,#DIV/0!,0.463666667,#DIV/0!,0.547333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.133333333,-0.133333333,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,44.66666667,130,0.476333333,#DIV/0!,#DIV/0!,#DIV/0!,44.66666667,130,0.476333333,0.476333333,28,42.66666667,0.529666667,#DIV/0!,#DIV/0!,#DIV/0!,24.66666667,#DIV/0!,#DIV/0!,#DIV/0!,70.66666667,117.3333333
62,Chuck Gilmur,193,102,University of Washington,1922,,,42,#DIV/0!,#DIV/0!,#DIV/0!,0.3855,#DIV/0!,0.5805,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,1.1,2.1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,72,220,0.307,#DIV/0!,#DIV/0!,#DIV/0!,72,220,0.307,0.307,90.5,136.5,0.6055,#DIV/0!,#DIV/0!,75,62.5,#DIV/0!,#DIV/0!,#DIV/0!,166,234.5
63,Normie Glick,201,86,Loyola Marymount University,1927,,,1,#DIV/0!,#DIV/0!,#DIV/0!,1,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,1,1,#DIV/0!,#DIV/0!,#DIV/0!,1,1,1,1,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,1,2
64,Paul Gordon,190,83,University of Notre Dame,1927,,,4,#DIV/0!,#DIV/0!,#DIV/0!,0.183,#DIV/0!,0.833,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.1,0,-0.1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,6,0,#DIV/0!,#DIV/0!,#DIV/0!,0,6,0,0,3,5,0.6,#DIV/0!,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,#DIV/0!,3,3
65,Joe Graboski,201,88,,1930,,,66.66666667,#DIV/0!,2060.454545,13.51,0.407666667,#DIV/0!,0.357083333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.154545455,2.4,2.254545455,0.0499,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,281.5833333,800.5,0.348666667,#DIV/0!,#DIV/0!,#DIV/0!,281.5833333,800.5,0.348666667,0.348666667,199.75,283.1666667,0.695,#DIV/0!,#DIV/0!,545.3636364,123.6666667,#DIV/0!,#DIV/0!,#DIV/0!,208.75,762.9166667
66,Bud Grant,190,88,University of Minnesota,1927,Superior,Wisconsin,48,#DIV/0!,#DIV/0!,#DIV/0!,0.3645,#DIV/0!,0.2995,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.3,0.85,0.55,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,47.5,149.5,0.3265,#DIV/0!,#DIV/0!,#DIV/0!,47.5,149.5,0.3265,0.3265,29.5,50,0.5195,#DIV/0!,#DIV/0!,115,45,#DIV/0!,#DIV/0!,#DIV/0!,71,124.5
67,Don Grate,188,83,Ohio State University,1923,Greenfield,Ohio,2,#DIV/0!,#DIV/0!,#DIV/0!,0.291,#DIV/0!,0.333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,6,0.167,#DIV/0!,#DIV/0!,#DIV/0!,1,6,0.167,0.167,2,2,1,#DIV/0!,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,#DIV/0!,3,4
68,Alex Groza,201,98,University of Kentucky,1926,Martins Ferry,Ohio,65,#DIV/0!,#DIV/0!,#DIV/0!,0.55,#DIV/0!,0.5565,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15.6,2.35,17.95,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,506.5,1068,0.474,#DIV/0!,#DIV/0!,#DIV/0!,506.5,1068,0.474,0.474,449.5,594.5,0.7575,#DIV/0!,#DIV/0!,709,159,#DIV/0!,#DIV/0!,#DIV/0!,229,1462.5
69,Al Guokas,196,90,Saint Joseph's University,1925,,,38,#DIV/0!,#DIV/0!,#DIV/0!,0.320333333,#DIV/0!,0.149,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.6,-0.066666667,-0.666666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,62,199.3333333,0.292666667,#DIV/0!,#DIV/0!,#DIV/0!,62,199.3333333,0.292666667,0.292666667,18.66666667,33.33333333,0.697333333,#DIV/0!,#DIV/0!,#DIV/0!,63.33333333,#DIV/0!,#DIV/0!,#DIV/0!,95.33333333,142.6666667
70,Robert Hahn,208,108,North Carolina State University,1925,,,10,#DIV/0!,#DIV/0!,#DIV/0!,0.311,#DIV/0!,0.538,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.1,0.1,0.1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4,13,0.308,#DIV/0!,#DIV/0!,#DIV/0!,4,13,0.308,0.308,2,7,0.286,#DIV/0!,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,#DIV/0!,17,10
71,Chick Halbert,206,102,West Texas A&M University,1919,Albany,Texas,68,#DIV/0!,#DIV/0!,#DIV/0!,0.451,#DIV/0!,0.584,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.4,1.2,3.6,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,136,366.5,0.3725,#DIV/0!,#DIV/0!,#DIV/0!,136,366.5,0.3725,0.3725,142,211.5,0.667,#DIV/0!,#DIV/0!,539,123.5,#DIV/0!,#DIV/0!,#DIV/0!,176,414
72,Bruce Hale,185,77,Santa Clara University,1918,Medford,Oregon,45,#DIV/0!,#DIV/0!,#DIV/0!,0.384,#DIV/0!,0.317,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.7,0.7,2.35,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,128.5,374.5,0.3245,#DIV/0!,#DIV/0!,#DIV/0!,128.5,374.5,0.3245,0.3245,118.5,154,0.6955,#DIV/0!,#DIV/0!,49,134,#DIV/0!,#DIV/0!,#DIV/0!,86.5,375.5
73,Dale Hamilton,183,81,Franklin College,1919,,,14,#DIV/0!,#DIV/0!,#DIV/0!,0.302,#DIV/0!,0.576,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.2,-0.1,-0.3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,8,33,0.242,#DIV/0!,#DIV/0!,#DIV/0!,8,33,0.242,0.242,9,19,0.474,#DIV/0!,#DIV/0!,#DIV/0!,17,#DIV/0!,#DIV/0!,#DIV/0!,30,25
74,Alex Hannum*,201,95,University of Southern California,1923,Los Angeles,California,64.5,#DIV/0!,1285.5,8.975,0.3995,#DIV/0!,0.333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.116666667,2.033333333,1.9,0.03825,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,147.75,417.625,0.353,#DIV/0!,#DIV/0!,#DIV/0!,147.75,417.625,0.353,0.353,89.25,141.875,0.6325,#DIV/0!,#DIV/0!,287.5714286,107.125,#DIV/0!,#DIV/0!,#DIV/0!,244.375,384.75
75,John Hargis,188,81,University of Texas at Austin,1920,Nacogdoches,Texas,29.5,#DIV/0!,#DIV/0!,#DIV/0!,0.4365,#DIV/0!,0.3735,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.35,1.1,2.45,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,79.75,201,0.38475,#DIV/0!,#DIV/0!,#DIV/0!,79.75,201,0.38475,0.38475,62.75,90.25,0.6545,#DIV/0!,#DIV/0!,44,38,#DIV/0!,#DIV/0!,#DIV/0!,71.5,222.25
76,Bob Harris,201,88,Oklahoma State University,1927,Linden,Tennessee,54.42857143,#DIV/0!,1922.666667,12.56666667,0.417,#DIV/0!,0.439428571,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.071428571,1.328571429,2.371428571,0.080666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,128.8571429,340.8571429,0.355285714,#DIV/0!,#DIV/0!,#DIV/0!,128.8571429,340.8571429,0.355285714,0.355285714,98.14285714,154.8571429,0.653714286,#DIV/0!,#DIV/0!,352.5,80.85714286,#DIV/0!,#DIV/0!,#DIV/0!,165.7142857,355.8571429
77,Bob Harrison,201,88,Oklahoma State University,1927,Linden,Tennessee,61.72727273,#DIV/0!,1596.555556,8,0.389545455,#DIV/0!,0.270272727,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.62,1.92,1.32,0.02275,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,175.0909091,501.4545455,0.344727273,#DIV/0!,#DIV/0!,#DIV/0!,175.0909091,501.4545455,0.344727273,0.344727273,86.18181818,126.3636364,0.680272727,#DIV/0!,#DIV/0!,148.8,164.6363636,#DIV/0!,#DIV/0!,#DIV/0!,204.8181818,436.3636364
78,Billy Hassett,180,81,University of Notre Dame,1921,,,37.75,#DIV/0!,#DIV/0!,#DIV/0!,0.36075,#DIV/0!,0.497,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.125,0.975,0.85,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,53.25,191,0.2785,#DIV/0!,#DIV/0!,#DIV/0!,53.25,191,0.2785,0.2785,62.75,96.25,0.64625,#DIV/0!,#DIV/0!,34,80.25,#DIV/0!,#DIV/0!,#DIV/0!,86,169.25
79,Marshall Hawkins,190,92,University of Tennessee,1924,Huntington,West Virginia,39,#DIV/0!,#DIV/0!,#DIV/0!,0.343,#DIV/0!,0.313,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.5,0.4,-0.1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,55,195,0.282,#DIV/0!,#DIV/0!,#DIV/0!,55,195,0.282,0.282,42,61,0.689,#DIV/0!,#DIV/0!,#DIV/0!,51,#DIV/0!,#DIV/0!,#DIV/0!,87,152
80,Bill Henry,206,97,Rice University,1924,Dallas,Texas,42,#DIV/0!,#DIV/0!,#DIV/0!,0.423,#DIV/0!,0.656666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.666666667,1,1.666666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,59.33333333,185.3333333,0.326333333,#DIV/0!,#DIV/0!,#DIV/0!,59.33333333,185.3333333,0.326333333,0.326333333,78.66666667,117.3333333,0.669666667,#DIV/0!,#DIV/0!,#DIV/0!,32,#DIV/0!,#DIV/0!,#DIV/0!,81.33333333,197.3333333
81,Bill Herman,190,77,Mount Union College,1924,,,13,#DIV/0!,#DIV/0!,#DIV/0!,0.401,#DIV/0!,0.169,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1,-0.1,0.1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,25,65,0.385,#DIV/0!,#DIV/0!,#DIV/0!,25,65,0.385,0.385,6,11,0.545,#DIV/0!,#DIV/0!,#DIV/0!,15,#DIV/0!,#DIV/0!,#DIV/0!,13,56
82,Kleggie Hermsen,206,102,University of Minnesota,1923,Hill City,Minnesota,31.6,#DIV/0!,41.33333333,-7.433333333,0.2328,#DIV/0!,0.2578,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.375,0.875,0.5,-0.433333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,78.6,264.2,0.1846,#DIV/0!,#DIV/0!,#DIV/0!,78.6,264.2,0.1846,0.1846,62.8,98.8,0.608,#DIV/0!,#DIV/0!,121.5,39.6,#DIV/0!,#DIV/0!,#DIV/0!,112.8,220
83,Sonny Hertzberg,178,79,City College of New York,1922,Brooklyn,New York,66.5,#DIV/0!,#DIV/0!,#DIV/0!,0.3885,#DIV/0!,0.318,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.25,1.35,1.6,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,240.5,758,0.317,#DIV/0!,#DIV/0!,#DIV/0!,240.5,758,0.317,0.317,183,230.5,0.7875,#DIV/0!,#DIV/0!,260,222,#DIV/0!,#DIV/0!,#DIV/0!,154.5,664
