,Player,height,weight,collage,born,birth_city,birth_state,G/season,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2184,Alex Blackwell,198,113,Monmouth University,1970,Toms River,New Jersey,27,0,109,8.2,0.373,0.071,0.19,10.4,13.7,12,9.1,1.8,1.1,9.9,19.8,#DIV/0!,-0.1,0.1,0,-0.016,#DIV/0!,-4.9,-1.4,-6.3,-0.1,14,42,0.333,0,3,0,14,39,0.359,0.333,6,8,0.75,10,13,23,7,4,2,5,14,34
2185,Ricky Blanton,201,97,Louisiana State University,1966,Miami,Florida,2,0,13,19.3,0.429,0,0,17.2,9.2,13.3,11.9,8,0,12.5,26.6,#DIV/0!,0,0,0,0.088,#DIV/0!,0,2.7,2.6,0,3,7,0.429,0,0,#DIV/0!,3,7,0.429,0.429,0,0,#DIV/0!,2,1,3,1,2,0,1,1,6
2186,Walter Bond,196,90,University of Minnesota,1969,Chicago,Illinois,35.2,8.4,543.4,8.64,0.5046,0.351,0.269,3.46,9.6,6.52,12.34,1.4,0.94,14.44,16.8,#DIV/0!,-0.06,0.28,0.2,0.035,#DIV/0!,-1.82,-1.34,-3.18,-0.14,73.6,177.8,0.404,11.2,35.6,0.3026,62.4,142.2,0.4578,0.4632,37.6,49.4,0.737,17.6,46.6,64.2,40.2,20.6,7.6,32.6,81.4,196
2187,Dexter Cambridge,201,101,University of Texas at Austin,1970,Eleuthra,Bahamas,53,13,885,12.1,0.52,0.013,0.317,9.9,10.6,10.2,10.4,1.3,0.4,15.1,19.3,#DIV/0!,0.4,0,0.4,0.022,#DIV/0!,-1.3,-2,-3.3,-0.3,151,312,0.484,0,4,0,151,308,0.49,0.484,68,99,0.687,88,79,167,58,24,6,63,128,370
2188,Doug Christie,198,90,Pepperdine University,1970,Seattle,Washington,49.15789474,40.47368421,1507.368421,11.94210526,0.501263158,0.263105263,0.313736842,3.705263158,11.18947368,7.452631579,17.29473684,2.921052632,1.005263158,19.33684211,17.61052632,#DIV/0!,1.378947368,1.663157895,3.057894737,0.057842105,#DIV/0!,-1.152631579,0.852631579,-0.310526316,1.373684211,185.1578947,435.4210526,0.404578947,45.57894737,128.4210526,0.301894737,139.5789474,307,0.433157895,0.447473684,113.6315789,138.4736842,0.795578947,45.73684211,149.6842105,195.4210526,174.1052632,89.73684211,22.57894737,101.0526316,120.9473684,529.5263158
2189,Duane Cooper,185,83,University of Southern California,1969,Benton Harbor,Michigan,44,1,390.5,7.75,0.477,0.1805,0.294,2,6.15,4.05,29.7,1.25,0.1,29.05,18.45,#DIV/0!,-0.45,0.15,-0.25,-0.0345,#DIV/0!,-5.05,-3.9,-8.95,-0.65,40,99.5,0.4155,4,18.5,0.188,36,81,0.465,0.433,18,25,0.7235,7.5,22,29.5,89,10.5,1,44.5,39,102
2190,Joe Courtney,203,106,University of Southern Mississippi,1969,Jackson,Mississippi,16.9,0.2,129.8,8.33,0.4505,0.0063,0.2878,8.68,11,9.83,3.97,1.35,1.81,13.37,18.37,#DIV/0!,-0.01,0.08,0.08,0.0073,#DIV/0!,-5.22,-2.6,-7.8,-0.15,19.7,45.5,0.4131,0.4,0.6,0.667,19.3,44.9,0.4113,0.4151,9.2,14,0.663555556,10.6,12.5,23.1,4.5,3.5,4,7.7,18.5,49
2191,John Crotty,185,83,University of Virginia,1969,Orange,New Jersey,38.76923077,0.461538462,475.1538462,14.23846154,0.546923077,0.243230769,0.413153846,2.615384615,7.338461538,4.984615385,29.13846154,1.930769231,0.176923077,18.83846154,17.99230769,#DIV/0!,0.653846154,0.315384615,0.992307692,0.118846154,#DIV/0!,-0.161538462,-2.369230769,-2.523076923,-0.084615385,52,121,0.426307692,12.15384615,31.61538462,0.416307692,39.84615385,89.38461538,0.439,0.474230769,42.46153846,50.61538462,0.840846154,11.07692308,29.92307692,41,81.69230769,14.76923077,1.538461538,35.46153846,48.30769231,158.6153846
2192,Radisav Curcic,208,124,,1965,Cacak,Serbia,20,0,166,13.5,0.51,0,0.878,10.2,22.9,16,10.2,2,0.8,12.3,15.9,#DIV/0!,0.2,0.1,0.3,0.086,#DIV/0!,-2.2,-0.5,-2.7,0,16,41,0.39,0,0,#DIV/0!,16,41,0.39,0.39,26,36,0.722,17,32,49,12,7,2,8,30,58
2193,Lloyd Daniels,201,92,Mount San Antonio College,1967,Brooklyn,New York,28,4.777777778,495.8888889,7.633333333,0.429888889,0.471111111,0.124333333,5.411111111,8.022222222,6.722222222,11.02222222,1.711111111,0.877777778,13.03333333,21.17777778,#DIV/0!,0.033333333,0.333333333,0.377777778,-0.032666667,#DIV/0!,-2.766666667,-2.511111111,-5.288888889,-0.011111111,74.33333333,189,0.344111111,22.11111111,72.33333333,0.272444444,52.22222222,116.6666667,0.386333333,0.406555556,20,26.55555556,0.815875,25.66666667,35,60.66666667,42,14.88888889,8.222222222,28.44444444,42.11111111,190.7777778
2194,Hubert Davis,196,83,University of North Carolina,1970,Winston-Salem,North Carolina,48,10.4375,1057.0625,8.45,0.4725625,0.3281875,0.1501875,1.84375,6.65625,4.25625,11.88125,1.05,0.14375,14.3875,14.7375,#DIV/0!,1.30625,0.55625,1.8625,0.0518125,#DIV/0!,-1.9,-1.66875,-3.54375,0.05,144.0625,315.25,0.3785,50.375,113.9375,0.364133333,93.6875,201.3125,0.3908125,0.4405,43.4375,51.6875,0.856466667,14.9375,59.5625,74.5,80.375,20.875,2.8125,45.625,71.5,381.9375
2195,Todd Day,198,85,University of Arkansas,1970,Decatur,Illinois,56.2,20.9,1402.1,13.16,0.4955,0.3708,0.3286,5.16,9.62,7.31,10.21,2.39,1.52,11.19,23.38,#DIV/0!,0.89,1.06,1.94,0.0618,#DIV/0!,-0.34,-1.29,-1.66,0.28,233.5,583.4,0.3838,66.8,194.8,0.3074,166.7,388.6,0.4178,0.4431,150.1,201.4,0.7528,64.8,122.5,187.3,82,61.3,34.2,82.6,157.3,683.9
2196,Richard Dumas,190,77,Northeastern State University,1970,,,34,15.66666667,742,15.1,0.530333333,0.021,0.312333333,9.133333333,8.966666667,9.033333333,7.966666667,3.033333333,1.1,13.16666667,21.33333333,#DIV/0!,0.733333333,0.8,1.5,0.078333333,#DIV/0!,-0.9,-0.366666667,-1.266666667,0.333333333,144.6666667,284,0.499666667,1,4.333333333,0.185,143.6666667,279.6666667,0.506,0.501666667,69.66666667,100.3333333,0.635666667,53.33333333,63.66666667,117,37,45.66666667,15.66666667,50,76,360
2197,Pat Durham,201,95,Colorado State University,1967,Dallas,Texas,32,1.5,465,7.55,0.444,0.055,0.4425,6.3,10.5,8.4,8.65,1.4,1.8,16.35,18.45,#DIV/0!,0.1,0.25,0.35,-0.0295,#DIV/0!,-5.2,-1.15,-6.35,-0.1,61.5,131,0.367,2.5,13,0.192,59,118,0.3855,0.372,36,54,0.703,21,33,54,28.5,18.5,16.5,26,60,161.5
2198,LaPhonso Ellis,203,108,University of Notre Dame,1970,East St. Louis,Illinois,56.72727273,32.63636364,1601.454545,13.82727273,0.494818182,0.121,0.283272727,8.636363636,17.57272727,13.1,8.954545455,1.209090909,2.136363636,12.37272727,21.01818182,#DIV/0!,1.336363636,1.645454545,2.981818182,0.077818182,#DIV/0!,-1.4,0.054545455,-1.327272727,0.645454545,263.1818182,582.6363636,0.435,21.90909091,72.45454545,0.251,241.2727273,510.1818182,0.456363636,0.452181818,125.3636364,171.6363636,0.743636364,120,246.5454545,366.5454545,89.18181818,39.36363636,43.36363636,91,175.8181818,673.6363636
2199,Matt Geiger,213,110,Georgia Institute of Technology,1969,Salem,Massachusetts,55.2,21.4,1222.1,13.1,0.5033,0.0173,0.3404,10.77,17.78,14.26,4.78,1.18,2.21,14.13,19.46,#DIV/0!,1.42,1.43,2.84,0.0839,#DIV/0!,-2.48,-0.61,-3.07,0.17,203.9,408.3,0.4602,1.6,6.9,0.174,202.3,401.4,0.4653,0.4619,96.5,132.5,0.7004,115.2,200.6,315.8,38.8,30.6,34.7,74.4,162.9,505.9
2200,Litterial Green,185,83,University of Georgia,1970,Pascagoula,Mississippi,29.6,0.8,237.8,4.76,0.3822,0.0728,0.5476,2.2,4.3,3.24,15.58,1.76,0.24,13.02,20.7,#DIV/0!,0.14,0.22,0.32,-0.0774,#DIV/0!,-6.9,-3.36,-10.26,-0.16,28.8,68.6,0.3022,0.4,5.2,0.0875,28.4,63.4,0.3294,0.3046,26.6,40,0.6925,4.8,10.2,15,36.4,9.8,1.2,15.6,24.8,84.6
2201,Tom Gugliotta,208,108,North Carolina State University,1969,Huntington Station,New York,47.1,35.35,1395.45,13.69,0.4735,0.0804,0.2444,7.71,18.625,13.11,13.725,2.35,1.49,15.565,18.86,#DIV/0!,0.58,1.645,2.22,0.0628,#DIV/0!,-1.525,1.52,-0.02,1.055,220.55,493.25,0.4225,13.85,47.4,0.256526316,206.7,445.85,0.43505,0.43485,108.6,144.65,0.7525,94.05,232.9,326.95,127.5,64.15,29.15,101,113.6,563.55
2202,Jay Guidinger,208,115,University of Minnesota Duluth,1969,Milwaukee,Wisconsin,32,2.5,173,10,0.478,0,0.5555,13.9,17.7,15.85,6.8,1.85,2.65,20.6,17.65,#DIV/0!,-0.1,0.3,0.2,0.0545,#DIV/0!,-4.2,0.65,-3.5,-0.05,17.5,43.5,0.4225,0,0,#DIV/0!,17.5,43.5,0.4225,0.4225,14,23,0.617,20.5,28,48.5,10,6.5,7.5,13,35.5,49
2203,Robert Horry,206,99,University of Alabama,1970,Andalusia,Alabama,64.5,28.27777778,1581.333333,13.17222222,0.516666667,0.381666667,0.267722222,7.083333333,14.77222222,11.00555556,12.26111111,2.244444444,2.788888889,15.48888889,14.53333333,#DIV/0!,1.35,2.5,3.861111111,0.117111111,#DIV/0!,-0.15,2.794444444,2.65,1.85,165.3888889,389.0555556,0.4185,46.88888889,137.9444444,0.330833333,118.5,251.1111111,0.464444444,0.482333333,74.44444444,102.8888889,0.710611111,95.11111111,210.7777778,305.8888889,136.2777778,68,60.55555556,80.55555556,157.3888889,452.1111111
2204,Byron Houston,196,113,Oklahoma State University,1969,Watonga,Kansas,53.5,2.5,668.5,11.25,0.526,0.07875,0.41575,10.325,17.725,14.05,4.85,2.1,1.925,17.35,16.65,#DIV/0!,0.2,0.775,0.975,0.0815,#DIV/0!,-2.7,-0.025,-2.75,-0.075,76.75,168.25,0.4655,2.5,9.75,0.25875,74.25,158.5,0.48375,0.47575,52.75,78,0.70525,59.25,102.75,162,28.5,25.75,21.5,43.25,135.75,208.75
2205,Stephen Howard,206,102,DePaul University,1970,Dallas,Texas,28.16666667,0,200.3333333,14.98333333,0.575166667,0,0.8305,12.15,13.78333333,13,4.766666667,2.916666667,2.583333333,17.3,22.05,#DIV/0!,0.183333333,0.3,0.483333333,0.1085,#DIV/0!,-2,-0.05,-2.05,0,29.5,57.83333333,0.5125,0,0,#DIV/0!,29.5,57.83333333,0.5125,0.5125,26.33333333,41.5,0.654333333,16.66666667,26.33333333,43,6,9.5,6.666666667,14.16666667,34.66666667,85.33333333
2206,Jim Jackson,198,99,Ohio State University,1970,Toledo,Ohio,50.04166667,36.375,1630.541667,11.8,0.491458333,0.261458333,0.208541667,3.908333333,11.9125,7.929166667,16.31666667,1.345833333,0.466666667,15.64583333,21.09166667,#DIV/0!,0.795833333,1.095833333,1.883333333,0.037333333,#DIV/0!,-0.933333333,-0.695833333,-1.620833333,0.525,261.0416667,614.875,0.405791667,49.75,137.5,0.345125,211.2916667,477.375,0.422833333,0.451625,119.5833333,145.125,0.826391304,64.54166667,165.9583333,230.5,163.7083333,41.29166667,10.375,122.0833333,112.2916667,691.4166667
2207,Keith Jennings,170,72,East Tennessee State University,1968,Culpepper,Virginia,54.66666667,8.666666667,985,16.43333333,0.612,0.378666667,0.38,1.633333333,7.466666667,4.566666667,27.23333333,2.333333333,0.033333333,15.9,16.56666667,#DIV/0!,1.933333333,0.633333333,2.566666667,0.149333333,#DIV/0!,1.8,-2.5,-0.7,0.3,117.6666667,269.6666667,0.482,45.33333333,121.3333333,0.431666667,72.33333333,148.3333333,0.518333333,0.558333333,82.66666667,97,0.829,14.66666667,68,82.66666667,204.6666667,54.66666667,0.666666667,67,71,363.3333333
2208,Dave Johnson,201,95,Syracuse University,1970,Morgan City,Louisiana,29.5,0,237.5,6.95,0.4105,0.0565,0.3925,7.1,8.2,7.65,5.15,1.45,0.1,13.15,25.15,#DIV/0!,-0.35,0.2,-0.15,-0.0475,#DIV/0!,-6.75,-3.25,-9.95,-0.45,37,101.5,0.349,1.5,7.5,0.107,35.5,94,0.3605,0.354,26.5,40,0.6485,13.5,18.5,32,8.5,6,0.5,18.5,15,102
2209,Thomas Jordan,208,99,Oklahoma State University,1968,Baltimore,Maryland,4,0,106,6.9,0.454,0,0.415,5.1,14.3,9.7,4.4,1.4,2.8,19.8,24.1,#DIV/0!,-0.3,0.1,-0.2,-0.1,#DIV/0!,-8.1,-1.4,-9.5,-0.2,18,41,0.439,0,0,#DIV/0!,18,41,0.439,0.439,8,17,0.471,5,14,19,3,3,5,12,14,44
2210,Adam Keefe,206,104,Stanford University,1970,Irvine,California,68.55555556,10.88888889,1148.222222,12.24444444,0.544222222,0.008888889,0.535555556,11.41111111,17.6,14.54444444,6.255555556,1.544444444,1.333333333,17.26666667,14.43333333,#DIV/0!,1.466666667,1.3,2.766666667,0.104,#DIV/0!,-1.444444444,0.622222222,-0.811111111,0.544444444,124.4444444,247.7777778,0.484888889,0.111111111,1.555555556,0.0555,124.3333333,246.2222222,0.488111111,0.485222222,96.22222222,134.7777778,0.713222222,111,173,284,47.44444444,34.11111111,19.22222222,60.55555556,123.7777778,345.2222222
2211,Christian Laettner,211,106,Duke University,1969,Angola,New York,60,47.70588235,1759.882353,16.68235294,0.552823529,0.038764706,0.402470588,7.529411765,18.07647059,12.81176471,14.15882353,1.947058824,1.970588235,15.74705882,20.44705882,#DIV/0!,2.405882353,2.023529412,4.435294118,0.120941176,#DIV/0!,0.094117647,1.223529412,1.317647059,1.570588235,279.7058824,580.1764706,0.481470588,6.176470588,23.82352941,0.24,273.5294118,556.3529412,0.491,0.486411765,203,247.2941176,0.818529412,113.1176471,281.5294118,394.6470588,149.7058824,62.29411765,46.58823529,132.7058824,193.2941176,768.5882353
2212,Sam Mack,201,99,University of Houston,1970,Chicago,Illinois,33.66666667,13.33333333,679,11.87777778,0.515222222,0.499888889,0.190333333,2.655555556,9.644444444,6.177777778,9.766666667,1.855555556,0.488888889,10.21111111,19.45555556,#DIV/0!,0.844444444,0.3,1.122222222,0.069222222,#DIV/0!,-0.044444444,-2.055555556,-2.111111111,0.1,97.77777778,240.5555556,0.391,46.22222222,122,0.338333333,51.55555556,118.5555556,0.430555556,0.479333333,34.11111111,40.66666667,0.839888889,13.66666667,56.11111111,69.77777778,43.44444444,22.11111111,4.555555556,28.11111111,61.44444444,275.8888889
2213,Don MacLean,208,106,"University of California, Los Angeles",1970,Palo Alto,California,35.44444444,12.33333333,742.1111111,11.26666667,0.467333333,0.108,0.324777778,6.488888889,13.95555556,10.17777778,8.655555556,1.022222222,0.555555556,13.31111111,22.91111111,#DIV/0!,0.777777778,0.266666667,1.033333333,0.028777778,#DIV/0!,-3.2,-2.544444444,-5.722222222,-0.322222222,146.6666667,322.4444444,0.401222222,6.222222222,21.88888889,0.400111111,140.4444444,300.5555556,0.394555556,0.423222222,88.22222222,115.3333333,0.72925,39.55555556,94.88888889,134.4444444,44.88888889,13.11111111,5.666666667,44.22222222,66.44444444,387.7777778
2214,Marlon Maxey,203,113,University of Texas at El Paso,1969,Chicago,Illinois,49,2.5,573,15.6,0.584,0.009,0.5005,14.9,22.6,18.8,3.25,1.2,2.8,16,18.9,#DIV/0!,0.7,0.55,1.3,0.107,#DIV/0!,-1.95,-1.85,-3.85,-0.25,91,168,0.5415,0,1.5,0,91,166.5,0.5465,0.5415,57.5,84,0.6785,70.5,111,181.5,11,13.5,25.5,39,94,239.5
2215,Lee Mayberry,185,78,University of Arkansas,1970,Tulsa,Oklahoma,70.85714286,21.42857143,1476.714286,9.728571429,0.510285714,0.454428571,0.187571429,1.385714286,5.4,3.342857143,25.9,1.942857143,0.271428571,21.32857143,13.08571429,#DIV/0!,0.914285714,0.2,1.114285714,0.028,#DIV/0!,-1.942857143,-3.228571429,-5.171428571,-0.928571429,135.7142857,326.7142857,0.408428571,54.14285714,143.7142857,0.352285714,81.57142857,183,0.458285714,0.487714286,38.14285714,57.85714286,0.677285714,20.28571429,71.42857143,91.71428571,252.4285714,50.28571429,6.142857143,84.42857143,123.5714286,363.7142857
2216,Oliver Miller,206,127,University of Arkansas,1970,Fort Worth,Texas,50.36363636,18.54545455,1135.454545,14.10909091,0.546272727,0.011272727,0.279181818,10.7,18.32727273,14.5,12.32727273,1.872727273,4.436363636,23.16363636,15.63636364,#DIV/0!,0.527272727,1.536363636,2.090909091,0.081727273,#DIV/0!,-2.154545455,2.7,0.527272727,1.036363636,150.8181818,282.9090909,0.524545455,0.454545455,4.090909091,0.050333333,150.3636364,278.8181818,0.529363636,0.525090909,54.18181818,85.18181818,0.6416,95,195.8181818,290.8181818,104.3636364,45.63636364,74.63636364,91.90909091,149.1818182,356.2727273
2217,Harold Miner,196,95,University of Southern California,1971,Inglewood,California,50,11.75,937,11.1,0.518,0.09475,0.31175,5.25,7.975,6.6,10.975,0.825,0.4,15.675,23.9,#DIV/0!,0.575,0.45,1.05,0.02775,#DIV/0!,-2.7,-2.95,-5.65,-0.5,173,376,0.44925,5.75,18.5,0.3715,167.25,357.5,0.4695,0.4615,98.5,125.5,0.829,47.75,60.25,108,61.25,20,6.75,69.5,92.5,450.25
2218,Isaiah Morris,203,103,University of Arkansas,1969,Richmond,Virginia,25,0,102,10.6,0.468,0,0.07,6.2,6.8,6.5,6.9,1.5,0.6,12,28.1,#DIV/0!,-0.1,0.1,0,-0.022,#DIV/0!,-4.7,-3.2,-7.9,-0.2,26,57,0.456,0,0,#DIV/0!,26,57,0.456,0.456,3,4,0.75,6,6,12,4,3,1,8,14,55
2219,Alonzo Mourning*,208,108,Georgetown University,1970,Chesapeake,Virginia,51.47058824,41.35294118,1569.235294,19.8,0.569647059,0.005470588,0.626235294,9.964705882,21.21764706,15.72941176,5.988235294,0.752941176,6.964705882,15.29411765,24.31176471,#DIV/0!,2.429411765,2.911764706,5.347058824,0.148705882,#DIV/0!,-1.847058824,2.105882353,0.241176471,1.405882353,306.8235294,583.1176471,0.520529412,1.294117647,5.235294118,0.1068,305.5294118,577.8823529,0.522411765,0.521176471,243.4705882,353.1176471,0.664,131.5882353,299.8823529,431.4705882,56.70588235,24.82352941,142.9411765,133.2941176,170.1176471,858.4117647
2220,Tracy Murray,201,102,"University of California, Los Angeles",1971,Los Angeles,California,47.75,5.25,825.4375,11.58125,0.4956875,0.40475,0.17,4.78125,10.3875,7.5625,6.59375,1.4,0.8,10.80625,22.225,#DIV/0!,1,0.56875,1.58125,0.0496875,#DIV/0!,-1.06875,-2.88125,-3.94375,0.03125,148.125,346.9375,0.3928125,51.5,133.1875,0.36925,96.625,213.75,0.4091875,0.4668125,55.875,67.6875,0.751875,34.1875,77.625,111.8125,34.375,24.1875,10.75,41.5,76.5625,403.625
2221,Melvin Newbern,193,90,University of Minnesota,1967,Toledo,Ohio,33,1,311,11.5,0.427,0.071,0.531,6.5,6.7,6.6,26.5,3.8,0.2,18.7,23.6,#DIV/0!,-0.4,0.4,0,0,#DIV/0!,-2.7,0.5,-2.2,0,42,113,0.372,1,8,0.125,41,105,0.39,0.376,34,60,0.567,19,18,37,57,23,1,32,42,119
2222,Shaquille O'Neal*,216,147,Louisiana State University,1972,Newark,New Jersey,60.38095238,59.9047619,2079.333333,24.72857143,0.588095238,0.000904762,0.58747619,11.4047619,23.52857143,17.64285714,13.1047619,0.9,4.423809524,13.43809524,28.45714286,#DIV/0!,5.523809524,3.271428571,8.785714286,0.186380952,#DIV/0!,2.357142857,1.533333333,3.90952381,3.552380952,555.2857143,953.0952381,0.587428571,0.047619048,1.047619048,0.045454545,555.2380952,952.047619,0.588,0.58747619,290.7142857,551.9047619,0.52052381,208.3333333,441.8095238,650.1428571,148.5238095,36.71428571,134.2857143,166.2380952,208.2857143,1401.333333
2223,Matt Othick,188,74,University of Arizona,1969,Clovis,New Mexico,4,0,39,5.9,0.68,0.8,0.4,3.1,2.8,2.9,23.7,1.3,0,40.5,11.2,#DIV/0!,0,0,0,0.019,#DIV/0!,-2,-3.4,-5.4,0,3,5,0.6,2,4,0.5,1,1,1,0.8,0,2,0,1,1,2,7,1,0,4,7,8
2224,Doug Overton,190,86,La Salle University,1969,Philadelphia,Pennsylvania,31.84210526,4.421052632,475.1052632,8.810526316,0.489105263,0.148157895,0.197684211,1.805263158,7.231578947,4.457894737,20.64210526,1.468421053,0.152631579,19.56315789,18.1,#DIV/0!,-0.005263158,0.1,0.1,-0.000736842,#DIV/0!,-3.673684211,-2.847368421,-6.515789474,-0.426315789,56.15789474,136.9473684,0.429631579,6.526315789,21.31578947,0.225588235,49.63157895,115.6315789,0.453947368,0.448947368,22.94736842,28.36842105,0.798470588,8.789473684,33.31578947,42.10526316,66.89473684,12.68421053,1.157894737,30.63157895,38.21052632,141.7894737
2225,Anthony Peeler,193,94,University of Missouri,1969,Kansas City,Missouri,57.66666667,21.86666667,1443.8,13.12666667,0.518133333,0.334466667,0.1442,3.32,8.653333333,5.993333333,15.53333333,2.08,0.433333333,11.52666667,18.82666667,#DIV/0!,1.3,0.9,2.233333333,0.074333333,#DIV/0!,0.593333333,-1.36,-0.78,0.473333333,219.4,511.6666667,0.430333333,66.2,171.3333333,0.374533333,153.2,340.3333333,0.452133333,0.494133333,60.73333333,76.13333333,0.792466667,40.06666667,110.5333333,150.6,139.5333333,55.73333333,9.6,71.33333333,117.8,565.7333333
2226,Brent Price,185,74,University of Oklahoma,1968,Shawnee,Oklahoma,46.44444444,8.888888889,778.5555556,11.48888889,0.536888889,0.481777778,0.347222222,3.255555556,7.944444444,5.644444444,24.74444444,2.422222222,0.177777778,22.75555556,19.42222222,#DIV/0!,0.855555556,0.466666667,1.344444444,0.049777778,#DIV/0!,-0.611111111,-1.933333333,-2.544444444,0.177777778,90.88888889,213.1111111,0.392111111,40.33333333,104.2222222,0.329888889,50.55555556,108.8888889,0.439,0.476,53.55555556,65,0.823444444,19.44444444,56.55555556,76,137.3333333,34.77777778,1.777777778,69.55555556,84.33333333,275.6666667
2227,Anthony Pullard,208,111,McNeese State University,1966,DeQuincy,Louisiana,8,0,37,9.2,0.44,0,0.167,6.2,18.9,12.5,8.8,2.7,3.5,20.6,28.2,#DIV/0!,-0.1,0,-0.1,-0.114,#DIV/0!,-8.7,-0.2,-8.9,-0.1,8,18,0.444,0,0,#DIV/0!,8,18,0.444,0.444,1,3,0.333,2,6,8,2,2,2,5,5,17
2228,Sean Rooks,208,113,University of Arizona,1969,New York,New York,54.3125,14.8125,954.5,11.09375,0.503625,0.0090625,0.4830625,7.8375,16.26875,11.99375,7.33125,1,2.6,15.2,16.86875,#DIV/0!,0.45625,0.675,1.14375,0.0560625,#DIV/0!,-3.25625,-0.23125,-3.4875,-0.2375,119.25,260.0625,0.4439375,0.1875,1.875,0.0675,119.0625,258.1875,0.447375,0.4443125,88.875,127.125,0.73425,65.5,136.3125,201.8125,44.1875,18.25,34.4375,56.625,117.9375,327.5625
2229,Malik Sealy,203,86,St. John's University,1970,Bronx,New York,61.625,31.625,1465,13.1625,0.49275,0.109875,0.296875,5.5375,11.15,8.2625,11,2.3875,0.925,12.2875,21.925,#DIV/0!,0.7875,1.3375,2.1375,0.062,#DIV/0!,-1.475,-0.4125,-1.9125,0.225,233.125,546.875,0.424,19.75,67.625,0.26375,213.375,479.25,0.441625,0.439,133.375,164.875,0.795,63.125,135,198.125,102,64.75,19.625,85.125,135.875,619.375
2230,Chris Smith,208,104,University of Pittsburgh,1965,Bridgeport,Connecticut,56.5,9.75,989.5,8.125,0.514666667,0.183,0.329,1.45,5.075,3.3,18.35,1.175,0.75,16.13333333,11.2,#DIV/0!,0.525,0.3,0.8,0.02575,#DIV/0!,-2.975,-1.9,-4.825,-0.625,106.25,244,0.435666667,14.75,40.25,0.278,91.5,203.75,0.447333333,0.470333333,57.75,81,0.705666667,15.25,57.5,72.75,156.75,29.5,14,54.75,86.5,285
2231,Reggie Smith,208,108,Texas Christian University,1970,San Jose,California,33,4.5,192,8.5,0.3875,0.0185,0.5235,18.3,15.6,17,1.9,2.35,1.05,11.35,17.75,#DIV/0!,-0.05,0.25,0.2,0.0205,#DIV/0!,-4.55,-1.55,-6.1,-0.2,19.5,49.5,0.3865,0,0.5,0,19.5,49,0.394,0.3865,10.5,26,0.344,27.5,32.5,60,2.5,8,3.5,8,31.5,49.5
2232,Andre Spencer,198,95,Northern Arizona University,1964,Stockton,California,16,0.666666667,257,10.25,0.431,0.004166667,0.379,7.733333333,11.9,9.783333333,7.133333333,2.816666667,1.066666667,16.28333333,18.75,#DIV/0!,0.25,0.2,0.466666667,0.031333333,#DIV/0!,-3.6,1.38778E-17,-3.616666667,0.016666667,41.66666667,93.66666667,0.379166667,0,0.666666667,0,41.66666667,93,0.381,0.379166667,32,43.66666667,0.7388,22.66666667,28.66666667,51.33333333,15.33333333,12,4.666666667,15.66666667,35.66666667,115.3333333
2233,Elmore Spencer,213,122,"University of Nevada, Las Vegas",1969,Atlanta,Georgia,24.85714286,10.71428571,385.5714286,3.128571429,0.355428571,0.001714286,0.296571429,4.685714286,15.95714286,10.25714286,3.9,2.085714286,2.757142857,34.01428571,17.27142857,#DIV/0!,-0.371428571,0.371428571,-0.014285714,-0.091714286,#DIV/0!,-9.614285714,1.042857143,-8.614285714,-0.228571429,56.28571429,109.5714286,0.330428571,0,0.428571429,0,56.28571429,109.1428571,0.331142857,0.330428571,21.28571429,36.57142857,0.5986,18.57142857,62.57142857,81.14285714,15.71428571,7.571428571,24.57142857,36.42857143,49.71428571,133.8571429
2234,Latrell Sprewell,196,86,University of Alabama,1970,Milwaukee,Wisconsin,70.23076923,66.76923077,2713.076923,15.12307692,0.511846154,0.220769231,0.303,2.553846154,9.484615385,6.061538462,17.71538462,1.892307692,0.746153846,12.94615385,24.19230769,#DIV/0!,2.176923077,2.138461538,4.330769231,0.074076923,#DIV/0!,0.669230769,-0.423076923,0.238461538,1.684615385,467.3846154,1099.538462,0.423,84.92307692,251.6923077,0.321846154,382.4615385,847.8461538,0.450153846,0.459153846,265.8461538,330.6153846,0.799846154,59.23076923,227.2307692,286.4615385,281.8461538,99.53846154,30.69230769,188.4615385,129.9230769,1285.538462
2235,Barry Stevens,196,88,Iowa State University,1963,Flint,Michigan,2,0,6,15.2,0.5,0,0,37.2,0,18.6,0,0,0,0,13.6,#DIV/0!,0,0,0,0.157,#DIV/0!,3.4,-8.3,-4.9,0,1,2,0.5,0,0,#DIV/0!,1,2,0.5,0.5,0,0,#DIV/0!,2,0,2,0,0,0,0,1,2
2236,Bryant Stith,196,94,University of Virginia,1970,Emporia,Virginia,58.6,40.6,1641.7,12.29,0.5233,0.2225,0.3805,3.97,9.61,6.76,11.33,1.75,0.65,12.18,17.14,#DIV/0!,1.86,1.09,2.95,0.0739,#DIV/0!,-0.61,-0.86,-1.46,0.57,202.1,476.7,0.4154,30.6,93.1,0.2711,171.5,383.6,0.4408,0.4511,159.8,190,0.8445,60.5,137.8,198.3,117.8,59.4,13,77.6,109.2,594.6
